"","dd","ca","pd","days","CR","CRC","C"
"747",2016-06-29,"NO CA",2016-05-31,29,0,0.0185185185185185,0.037037037037037
"748",2016-06-29,"NO CA",2016-05-31,29,0.0297029702970297,0.0396039603960396,0.108910891089109
"749",2016-06-29,"NO CA",2016-06-01,28,0.0283018867924528,0.00943396226415094,0.0471698113207547
"750",2016-06-29,"NO CA",2016-06-01,28,0.00840336134453781,0,0.00840336134453781
"751",2016-06-29,"NO CA",2016-06-04,25,0,0,0
"752",2016-07-04,"CA",2016-06-08,26,0.00826446280991736,0,0.00826446280991736
"753",2016-07-04,"CA",2016-06-10,24,0,0,0
"754",2016-07-04,"NO CA",2016-06-06,28,0,0,0
"755",2016-07-04,"NO CA",2016-06-06,28,0.00909090909090909,0,0.00909090909090909
"756",2016-07-04,"NO CA",2016-06-08,26,0.00884955752212389,0,0.00884955752212389
"757",2016-07-04,"NO CA",2016-06-09,25,0.0280373831775701,0,0.0280373831775701
"758",2016-07-04,"NO CA",2016-06-10,24,0.0186915887850467,0.00934579439252336,0.0373831775700934
"759",2016-07-04,"NO CA",2016-06-06,28,0.0388349514563107,0.00970873786407767,0.058252427184466
"760",2016-07-04,"NO CA",2016-06-07,27,0,0.00884955752212389,0.0176991150442478
"761",2016-07-04,"NO CA",2016-06-04,30,0.0194174757281553,0.0194174757281553,0.0582524271844659
"762",2016-07-04,"NO CA",2016-06-04,30,0,0.0353982300884956,0.0707964601769912
"763",2016-07-04,"NO CA",2016-06-06,28,0.00892857142857143,0,0.00892857142857143
"764",2016-07-04,"NO CA",2016-06-06,28,0.0194174757281553,0,0.0194174757281553
"765",2016-07-04,"NO CA",2016-06-23,11,0,0,0
"766",2016-07-04,"NO CA",2016-06-23,11,0,0,0
"767",2016-07-04,"NO CA",2016-06-07,27,0,0,0
"768",2016-07-05,"NO CA",2016-06-15,20,0.0404040404040404,0.0303030303030303,0.101010101010101
"769",2016-07-06,"CA",2016-06-08,28,0,0,0
"770",2016-07-06,"NO CA",2016-06-08,28,0.00925925925925926,0.00925925925925926,0.0277777777777778
"771",2016-07-06,"NO CA",2016-06-09,27,0.00943396226415094,0.00943396226415094,0.0283018867924528
"772",2016-07-06,"NO CA",2016-06-11,25,0,0,0
"773",2016-07-06,"NO CA",2016-06-13,23,0,0,0
"774",2016-07-06,"NO CA",2016-06-08,28,0,0,0
"775",2016-07-06,"NO CA",2016-06-08,28,0.00892857142857143,0.0267857142857143,0.0625
"776",2016-07-11,"CA",2016-06-14,27,0,0,0
"777",2016-07-11,"NO CA",2016-06-09,32,0.00961538461538462,0,0.00961538461538462
"778",2016-07-11,"NO CA",2016-06-10,31,0,0.0172413793103448,0.0344827586206896
"779",2016-07-11,"NO CA",2016-06-14,27,0.0260869565217391,0,0.0260869565217391
"780",2016-07-11,"NO CA",2016-06-15,26,0,0,0
"781",2016-07-11,"NO CA",2016-06-11,30,0.019047619047619,0,0.019047619047619
"782",2016-07-11,"NO CA",2016-06-11,30,0,0,0
"783",2016-07-11,"NO CA",2016-06-14,27,0,0,0
"784",2016-07-11,"NO CA",2016-06-14,27,0,0,0
"785",2016-07-11,"NO CA",2016-06-14,27,0,0.029126213592233,0.058252427184466
"786",2016-07-11,"NO CA",2016-06-15,26,0,0,0
"787",2016-07-11,"NO CA",2016-06-16,25,0.0194174757281553,0,0.0194174757281553
"788",2016-07-11,"NO CA",2016-06-13,28,0,0,0
"789",2016-07-11,"NO CA",2016-06-17,24,0,0,0
"790",2016-07-13,"CA",2016-06-17,26,0.00813008130081301,0,0.00813008130081301
"791",2016-07-13,"CA",2016-06-16,27,0,0,0
"792",2016-07-13,"NO CA",2016-06-15,28,0,0,0
"793",2016-07-13,"NO CA",2016-06-13,30,0,0,0
"794",2016-07-13,"NO CA",2016-06-13,30,0,0,0
"795",2016-07-13,"NO CA",2016-06-15,28,0,0,0
"796",2016-07-13,"NO CA",2016-06-17,26,0.0186915887850467,0,0.0186915887850467
"797",2016-07-13,"NO CA",2016-06-14,29,0.00943396226415094,0,0.00943396226415094
"798",2016-07-13,"NO CA",2016-06-14,29,0,0,0
"799",2016-07-18,"NO CA",2016-06-21,27,0,0,0
"800",2016-07-18,"NO CA",2016-06-22,26,0.00952380952380952,0.019047619047619,0.0476190476190475
"801",2016-07-18,"NO CA",2016-06-22,26,0.00917431192660551,0,0.00917431192660551
"802",2016-07-18,"NO CA",2016-06-23,25,0,0,0
"803",2016-07-18,"NO CA",2016-06-23,25,0,0,0
"804",2016-07-18,"NO CA",2016-06-23,25,0,0,0
"805",2016-07-18,"NO CA",2016-06-25,23,0,0,0
"806",2016-07-18,"NO CA",2016-06-22,26,0.019047619047619,0,0.019047619047619
"807",2016-07-18,"NO CA",2016-06-21,27,0,0,0
"808",2016-07-18,"NO CA",2016-06-21,27,0.00869565217391304,0,0.00869565217391304
"809",2016-07-18,"NO CA",2016-06-20,28,0,0,0
"810",2016-07-18,"CA",2016-06-23,25,0,0,0
"811",2016-07-18,"NO CA",2016-06-24,24,0,0,0
"812",2016-07-20,"NO CA",2016-06-24,26,0,0,0
"813",2016-07-20,"NO CA",2016-06-22,28,0,0,0
"814",2016-07-20,"NO CA",2016-06-25,25,0,0,0
"815",2016-07-20,"NO CA",2016-06-22,28,0,0,0
"816",2016-07-20,"NO CA",2016-06-23,27,0,0,0
"817",2016-07-20,"NO CA",2016-06-24,26,0.0078740157480315,0.0078740157480315,0.0236220472440945
"818",2016-07-22,"CA",2016-06-30,22,0,0.00806451612903226,0.0161290322580645
"819",2016-07-25,"NO CA",2016-06-28,27,0,0,0
"820",2016-07-25,"NO CA",2016-06-30,25,0,0,0
"821",2016-07-25,"NO CA",2016-06-28,27,0,0,0
"822",2016-07-25,"NO CA",2016-06-27,28,0,0,0
"823",2016-07-25,"NO CA",2016-06-30,25,0,0,0
"824",2016-07-25,"NO CA",2016-06-26,29,0,0,0
"825",2016-07-25,"NO CA",2016-06-27,28,0.00840336134453781,0,0.00840336134453781
"826",2016-07-25,"NO CA",2016-06-28,27,0,0,0
"827",2016-07-25,"NO CA",2016-06-26,29,0.00943396226415094,0,0.00943396226415094
"828",2016-07-25,"CA",2016-06-26,29,0,0,0
"829",2016-07-25,"NO CA",2016-06-26,29,0,0,0
"830",2016-07-27,"NO CA",2016-07-01,26,0,0,0
"831",2016-07-27,"NO CA",2016-06-29,28,0,0.0099009900990099,0.0198019801980198
"832",2016-07-27,"NO CA",2016-06-29,28,0,0,0
"833",2016-07-27,"NO CA",2016-06-30,27,0,0,0
"834",2016-07-27,"NO CA",2016-07-01,26,0.0392156862745098,0,0.0392156862745098
"835",2016-07-27,"CA",2016-06-29,28,0,0,0
"836",2016-07-27,"CA",2016-07-02,25,0.0158730158730159,0,0.0158730158730159
"837",2016-08-01,"NO CA",2016-07-06,26,0,0,0
"838",2016-08-01,"CA",2016-07-05,27,0,0,0
"839",2016-08-01,"CA",2016-07-06,26,0,0,0
"840",2016-08-01,"CA",2016-07-07,25,0,0,0
"841",2016-08-01,"NO CA",2016-07-04,28,0.0099009900990099,0,0.0099009900990099
"842",2016-08-01,"NO CA",2016-07-04,28,0,0,0
"843",2016-08-01,"NO CA",2016-07-05,27,0,0,0
"844",2016-08-01,"NO CA",2016-07-05,27,0,0,0
"845",2016-08-01,"NO CA",2016-07-03,29,0,0,0
"846",2016-08-01,"NO CA",2016-07-04,28,0,0,0
"847",2016-08-01,"NO CA",2016-07-05,27,0,0,0
"848",2016-08-01,"NO CA",2016-07-07,25,0.0202020202020202,0,0.0202020202020202
"849",2016-08-03,"NO CA",2016-07-07,27,0,0,0
"850",2016-08-03,"CA",2016-07-07,27,0,0,0
"851",2016-08-03,"CA",2016-07-08,26,0,0,0
"852",2016-08-03,"NO CA",2016-07-06,28,0,0,0
"853",2016-08-03,"NO CA",2016-07-07,27,0,0,0
"854",2016-08-03,"NO CA",2016-07-08,26,0,0,0
"855",2016-08-03,"NO CA",2016-07-06,28,0,0,0
"856",2016-08-03,"NO CA",2016-07-06,28,0,0,0
"857",2016-08-03,"NO CA",2016-07-07,27,0,0,0
"858",2016-08-08,"NO CA",2016-07-12,27,0,0,0
"859",2016-08-08,"NO CA",2016-07-10,29,0,0,0
"860",2016-08-08,"NO CA",2016-07-11,28,0,0,0
"861",2016-08-08,"NO CA",2016-07-10,29,0,0,0
"862",2016-08-08,"NO CA",2016-07-12,27,0.0101010101010101,0,0.0101010101010101
"863",2016-08-08,"CA",2016-07-17,22,0,0,0
"864",2016-08-08,"CA",2016-07-11,28,0,0,0
"865",2016-08-08,"CA",2016-07-12,27,0,0,0
"866",2016-08-08,"NO CA",2016-07-17,22,0,0,0
"867",2016-08-10,"NO CA",2016-07-13,28,0,0,0
"868",2016-08-10,"NO CA",2016-07-14,27,0,0,0
"869",2016-08-10,"NO CA",2016-07-13,28,0.00925925925925926,0,0.00925925925925926
"870",2016-08-10,"NO CA",2016-07-13,28,0,0,0
"871",2016-08-10,"NO CA",2016-07-13,28,0,0,0
"872",2016-08-10,"NO CA",2016-07-14,27,0,0,0
"873",2016-08-10,"NO CA",2016-07-14,27,0,0,0
"874",2016-08-10,"NO CA",2016-07-15,26,0,0,0
"875",2016-08-10,"CA",2016-07-09,32,0,0,0
"876",2016-08-10,"NO CA",2016-07-14,27,0,0,0
"877",2016-08-10,"CA",2016-07-15,26,0,0,0
"878",2016-08-15,"NO CA",2016-07-17,29,0,0,0
"879",2016-08-15,"NO CA",2016-07-16,30,0,0,0
"880",2016-08-15,"NO CA",2016-07-18,28,0.00892857142857143,0,0.00892857142857143
"881",2016-08-15,"NO CA",2016-07-19,27,0,0,0
"882",2016-08-15,"NO CA",2016-07-16,30,0,0,0
"883",2016-08-15,"NO CA",2016-07-16,30,0,0,0
"884",2016-08-15,"NO CA",2016-07-17,29,0,0,0
"885",2016-08-15,"NO CA",2016-07-18,28,0,0,0
"886",2016-08-15,"CA",2016-07-20,26,0,0,0
"887",2016-08-15,"CA",2016-07-18,28,0.0132450331125828,0,0.0132450331125828
"888",2016-08-15,"CA",2016-07-20,26,0,0,0
"889",2016-08-17,"NO CA",2016-07-20,28,0.00934579439252336,0.00934579439252336,0.0280373831775701
"890",2016-08-17,"NO CA",2016-07-19,29,0,0,0
"891",2016-08-17,"NO CA",2016-07-20,28,0,0,0
"892",2016-08-17,"NO CA",2016-07-21,27,0,0,0
"893",2016-08-17,"NO CA",2016-07-21,27,0,0,0
"894",2016-08-17,"NO CA",2016-07-22,26,0,0,0
"895",2016-08-17,"NO CA",2016-07-18,30,0,0,0
"896",2016-08-17,"NO CA",2016-07-18,30,0,0,0
"897",2016-08-17,"CA",2016-07-21,27,0,0,0
"898",2016-08-17,"NO CA",2016-07-21,27,0,0,0
"899",2016-08-22,"CA",2016-07-25,28,0,0,0
"900",2016-08-22,"CA",2016-07-27,26,0,0,0
"901",2016-08-22,"CA",2016-07-26,27,0,0,0
"902",2016-08-22,"NO CA",2016-07-26,27,0,0,0
"903",2016-08-22,"NO CA",2016-07-27,26,0,0,0
"904",2016-08-22,"CA",2016-07-22,31,0,0,0
"905",2016-08-22,"NO CA",2016-07-23,30,0,0,0
"906",2016-08-22,"NO CA",2016-07-25,28,0,0,0
"907",2016-08-22,"NO CA",2016-07-25,28,0,0,0
"908",2016-08-22,"NO CA",2016-07-24,29,0,0,0
"909",2016-08-22,"NO CA",2016-07-24,29,0,0,0
"910",2016-08-22,"NO CA",2016-07-25,28,0,0,0
"911",2016-08-22,"NO CA",2016-07-25,28,0,0,0
"912",2016-08-22,"NO CA",2016-07-25,28,0,0,0
"913",2016-08-22,"NO CA",2016-07-26,27,0,0,0
"914",2016-08-24,"NO CA",2016-07-27,28,0,0,0
"915",2016-08-24,"NO CA",2016-07-28,27,0,0,0
"916",2016-08-24,"NO CA",2016-07-26,29,0,0,0
"917",2016-08-24,"NO CA",2016-07-27,28,0,0,0
"918",2016-08-24,"NO CA",2016-07-26,29,0,0,0
"919",2016-08-24,"NO CA",2016-07-27,28,0,0,0
"920",2016-08-29,"NO CA",2016-08-01,28,0,0,0
"921",2016-08-29,"CA",2016-07-31,29,0,0.008,0.016
"922",2016-08-29,"CA",2016-07-02,58,0,0,0
"923",2016-08-29,"CA",2016-08-02,27,0,0,0
"924",2016-08-29,"NO CA",2016-08-01,28,0,0,0
"925",2016-08-29,"NO CA",2016-08-01,28,0,0,0
"926",2016-08-29,"NO CA",2016-07-02,58,0,0.00892857142857143,0.0178571428571429
"927",2016-08-29,"NO CA",2016-08-02,27,0,0,0
"928",2016-08-29,"NO CA",2016-08-03,26,0,0,0
"929",2016-08-29,"NO CA",2016-08-03,26,0,0,0
"930",2016-08-29,"CA",2016-08-02,27,0,0,0
"931",2016-08-29,"NO CA",2016-08-02,27,0,0,0
"932",2016-08-29,"NO CA",2016-08-01,28,0,0,0
"933",2016-08-31,"NO CA",2016-08-04,27,0.00840336134453781,0,0.00840336134453781
"934",2016-08-31,"NO CA",2016-08-04,27,0,0,0
"935",2016-08-31,"NO CA",2016-08-04,27,0,0,0
"936",2016-08-31,"NO CA",2016-08-03,28,0,0,0
"937",2016-08-31,"NO CA",2016-08-04,27,0.00892857142857143,0,0.00892857142857143
"938",2016-08-31,"NO CA",2016-08-05,26,0.00892857142857143,0,0.00892857142857143
"939",2016-08-31,"NO CA",2016-08-03,28,0,0,0
"940",2016-08-31,"NO CA",2016-08-03,28,0,0,0
"941",2016-09-05,"CA",2016-08-08,28,0,0,0
"942",2016-09-05,"NO CA",2016-08-06,30,0.00952380952380952,0,0.00952380952380952
"943",2016-09-05,"NO CA",2016-08-06,30,0,0,0
"944",2016-09-05,"NO CA",2016-08-08,28,0,0,0
"945",2016-09-05,"NO CA",2016-08-09,27,0,0,0
"946",2016-09-05,"NO CA",2016-08-09,27,0,0,0
"947",2016-09-05,"NO CA",2016-08-09,27,0,0,0
"948",2016-09-05,"NO CA",2016-08-10,26,0,0,0
"949",2016-09-05,"CA",2016-08-10,26,0.00884955752212389,0,0.00884955752212389
"950",2016-09-05,"NO CA",2016-08-09,27,0,0,0
"951",2016-09-05,"NO CA",2016-08-08,28,0,0,0
"952",2016-09-05,"CA",2016-08-05,31,0.00740740740740741,0,0.00740740740740741
"953",2016-09-05,"CA",2016-08-06,30,0,0,0
"954",2016-09-05,"NO CA",2016-08-09,27,0,0,0
"955",2016-09-05,"NO CA",2016-08-08,28,0,0,0
"956",2016-09-05,"NO CA",2016-08-04,32,0,0,0
"957",2016-09-07,"CA",2016-08-10,28,0,0,0
"958",2016-09-07,"NO CA",2016-08-11,27,0,0,0
"959",2016-09-07,"NO CA",2016-08-11,27,0,0,0
"960",2016-09-07,"NO CA",2016-08-08,30,0,0,0
"961",2016-09-07,"NO CA",2016-08-09,29,0,0,0
"962",2016-09-07,"NO CA",2016-08-10,28,0,0,0
"963",2016-09-07,"NO CA",2016-08-10,28,0,0,0
"964",2016-09-07,"NO CA",2016-08-11,27,0,0,0
"965",2016-09-12,"NO CA",2016-08-16,27,0,0,0
"966",2016-09-12,"NO CA",2016-08-17,26,0.00961538461538462,0,0.00961538461538462
"967",2016-09-12,"NO CA",2016-08-15,28,0,0,0
"968",2016-09-12,"CA",2016-08-12,31,0,0,0
"969",2016-09-12,"CA",2016-08-15,28,0,0,0
"970",2016-09-12,"NO CA",2016-08-16,27,0,0,0
"971",2016-09-12,"NO CA",2016-08-17,26,0,0,0
"972",2016-09-12,"NO CA",2016-08-17,26,0,0,0
"973",2016-09-12,"CA",2016-08-18,25,0.02,0,0.02
"974",2016-09-12,"CA",2016-08-16,27,0,0,0
"975",2016-09-12,"NO CA",2016-08-11,32,0,0,0
"976",2016-09-12,"NO CA",2016-08-12,31,0,0,0
"977",2016-09-13,"NO CA",2016-08-24,20,0,0,0
"978",2016-09-13,"NO CA",2016-08-24,20,0,0,0
"979",2016-09-14,"NO CA",2016-08-18,27,0,0,0
"980",2016-09-14,"NO CA",2016-08-18,27,0,0,0
"981",2016-09-14,"NO CA",2016-08-16,29,0,0,0
"982",2016-09-14,"NO CA",2016-08-17,28,0,0,0
"983",2016-09-14,"NO CA",2016-08-18,27,0,0,0
"984",2016-09-14,"NO CA",2016-08-18,27,0,0,0
"985",2016-09-14,"CA",2016-08-19,26,0,0,0
"986",2016-09-14,"NO CA",2016-08-18,27,0,0,0
"987",2016-09-14,"CA",2016-08-18,27,0,0,0
"988",2016-09-19,"CA",2016-08-23,27,0,0,0
"989",2016-09-19,"NO CA",2016-08-20,30,0,0,0
"990",2016-09-19,"NO CA",2016-08-23,27,0,0,0
"991",2016-09-19,"NO CA",2016-08-25,25,0,0,0
"992",2016-09-19,"NO CA",2016-08-22,28,0,0,0
"993",2016-09-19,"NO CA",2016-08-23,27,0,0,0
"994",2016-09-19,"NO CA",2016-08-23,27,0,0,0
"995",2016-09-19,"CA",2016-08-24,26,0,0,0
"996",2016-09-19,"CA",2016-08-19,31,0,0,0
"997",2016-09-19,"NO CA",2016-08-22,28,0,0,0
"998",2016-09-21,"NO CA",2016-08-24,28,0,0,0
"999",2016-09-21,"CA",2016-08-25,27,0,0,0
"1000",2016-09-21,"NO CA",2016-08-25,27,0,0,0
"1001",2016-09-21,"NO CA",2016-08-24,28,0,0,0
"1002",2016-09-21,"NO CA",2016-08-26,26,0,0,0
"1003",2016-09-21,"NO CA",2016-08-25,27,0,0,0
"1004",2016-09-21,"NO CA",2016-08-24,28,0,0,0
"1005",2016-09-21,"NO CA",2016-08-24,28,0,0,0
"1006",2016-09-21,"CA",2016-08-25,27,0,0,0
"1007",2016-09-21,"NO CA",2016-08-22,30,0.00934579439252336,0,0.00934579439252336
"1008",2016-09-21,"NO CA",2016-08-25,27,0,0,0
"1009",2016-09-21,"NO CA",2016-08-30,22,0,0,0
"1010",2016-09-26,"NO CA",2016-08-29,28,0,0,0
"1011",2016-09-26,"NO CA",2016-08-31,26,0,0,0
"1012",2016-09-26,"NO CA",2016-09-01,25,0,0,0
"1013",2016-09-26,"CA",2016-08-29,28,0,0,0
"1014",2016-09-26,"CA",2016-08-26,31,0.00943396226415094,0,0.00943396226415094
"1015",2016-09-26,"NO CA",2016-08-29,28,0,0,0
"1016",2016-09-26,"NO CA",2016-08-31,26,0,0,0
"1017",2016-09-26,"NO CA",2016-08-31,26,0,0,0
"1018",2016-09-26,"CA",2016-08-30,27,0,0,0
"1019",2016-09-26,"NO CA",2016-08-26,31,0,0,0
"1020",2016-09-26,"NO CA",2016-09-01,25,0,0,0
"1021",2016-09-26,"NO CA",2016-09-01,25,0,0,0
"1022",2016-09-26,"NO CA",2016-09-04,22,0,0,0
"1023",2016-09-27,"NO CA",2016-08-27,31,0,0,0
"1024",2016-09-28,"NO CA",2016-09-02,26,0,0,0
"1025",2016-09-28,"NO CA",2016-08-30,29,0,0,0
"1026",2016-09-28,"NO CA",2016-08-31,28,0,0,0
"1027",2016-09-28,"NO CA",2016-08-30,29,0,0,0
"1028",2016-09-28,"NO CA",2016-08-31,28,0.00925925925925926,0.0185185185185185,0.0462962962962963
"1029",2016-09-28,"NO CA",2016-09-01,27,0,0,0
"1030",2016-09-28,"NO CA",2016-09-01,27,0,0,0
"1031",2016-09-28,"CA",2016-09-01,27,0,0,0
"1032",2016-09-28,"NO CA",2016-08-30,29,0,0,0
"1033",2016-09-28,"NO CA",2016-09-01,27,0,0,0
"1034",2016-09-28,"NO CA",2016-09-02,26,0,0,0
"1035",2016-09-28,"CA",2016-09-01,27,0,0,0
"1036",2016-10-03,"NO CA",2016-09-02,31,0,0,0
"1037",2016-10-03,"NO CA",2016-09-07,26,0.00943396226415094,0,0.00943396226415094
"1038",2016-10-03,"CA",2016-09-05,28,0,0,0
"1039",2016-10-03,"CA",2016-09-06,27,0.0403225806451613,0.00806451612903226,0.0564516129032258
"1040",2016-10-03,"NO CA",2016-09-03,30,0,0,0
"1041",2016-10-03,"NO CA",2016-09-03,30,0,0,0
"1042",2016-10-03,"NO CA",2016-09-04,29,0,0,0
"1043",2016-10-03,"NO CA",2016-09-05,28,0,0,0
"1044",2016-10-03,"NO CA",2016-09-05,28,0,0,0
"1045",2016-10-03,"CA",2016-09-06,27,0.00813008130081301,0.00813008130081301,0.024390243902439
"1046",2016-10-03,"NO CA",2016-09-05,28,0,0,0
"1047",2016-10-03,"NO CA",2016-09-05,28,0,0,0
"1048",2016-10-03,"NO CA",2016-09-05,28,0,0,0
"1049",2016-10-03,"NO CA",2016-09-02,31,0,0,0
"1050",2016-10-04,"NO CA",2016-09-11,23,0,0,0
"1051",2016-10-05,"NO CA",2016-09-06,29,0,0,0
"1052",2016-10-05,"NO CA",2016-09-07,28,0,0,0
"1053",2016-10-05,"NO CA",2016-09-08,27,0,0,0
"1054",2016-10-05,"NO CA",2016-09-05,30,0,0,0
"1055",2016-10-05,"CA",2016-09-06,29,0,0,0
"1056",2016-10-05,"NO CA",2016-09-07,28,0,0,0
"1057",2016-10-05,"NO CA",2016-09-08,27,0,0,0
"1058",2016-10-05,"NO CA",2016-09-10,25,0,0,0
"1059",2016-10-05,"CA",2016-09-08,27,0,0,0
"1060",2016-10-05,"NO CA",2016-09-05,30,0,0,0
"1061",2016-10-06,"NO CA",2016-09-08,28,0,0,0
"1062",2016-10-06,"NO CA",2016-09-09,27,0,0,0
"1063",2016-10-07,"NO CA",2016-09-14,23,0,0,0
"1064",2016-10-07,"NO CA",2016-09-13,24,0,0,0
"1065",2016-10-07,"NO CA",2016-09-13,24,0,0,0
"1066",2016-10-07,"NO CA",2016-09-14,23,0,0,0
"1067",2016-10-10,"NO CA",2016-09-11,29,0,0,0
"1068",2016-10-10,"CA",2016-09-15,25,0,0,0
"1069",2016-10-10,"CA",2016-09-11,29,0,0,0
"1070",2016-10-10,"NO CA",2016-09-10,30,0,0,0
"1071",2016-10-10,"NO CA",2016-09-10,30,0,0,0
"1072",2016-10-10,"NO CA",2016-09-10,30,0.0108695652173913,0,0.0108695652173913
"1073",2016-10-10,"CA",2016-09-13,27,0.0247933884297521,0.00826446280991736,0.0413223140495868
"1074",2016-10-10,"CA",2016-09-10,30,0,0,0
"1075",2016-10-10,"NO CA",2016-09-13,27,0,0,0
"1076",2016-10-10,"NO CA",2016-09-26,14,0,0,0
"1077",2016-10-10,"NO CA",2016-09-08,32,0,0,0
"1078",2016-10-10,"NO CA",2016-09-14,26,0,0,0
"1079",2016-10-10,"NO CA",2016-09-09,31,0.00952380952380952,0,0.00952380952380952
"1080",2016-10-12,"NO CA",2016-09-14,28,0,0,0
"1081",2016-10-12,"NO CA",2016-09-15,27,0,0,0
"1082",2016-10-12,"NO CA",2016-09-12,30,0,0,0
"1083",2016-10-12,"NO CA",2016-09-12,30,0,0,0
"1084",2016-10-12,"NO CA",2016-09-15,27,0,0,0
"1085",2016-10-12,"NO CA",2016-09-14,28,0,0,0
"1086",2016-10-12,"NO CA",2016-09-14,28,0,0,0
"1087",2016-10-12,"CA",2016-09-14,28,0,0,0
"1088",2016-10-12,"NO CA",2016-09-15,27,0,0,0
"1089",2016-10-12,"NO CA",2016-09-15,27,0,0,0
"1090",2016-10-14,"NO CA",2016-09-20,24,0,0,0
"1091",2016-10-14,"NO CA",2016-09-20,24,0,0,0
"1092",2016-10-14,"NO CA",2016-09-20,24,0,0,0
"1093",2016-10-17,"NO CA",2016-09-19,28,0,0,0
"1094",2016-10-17,"CA",2016-09-16,31,0,0.00806451612903226,0.0161290322580645
"1095",2016-10-17,"CA",2016-09-16,31,0,0,0
"1096",2016-10-17,"NO CA",2016-09-20,27,0,0,0
"1097",2016-10-17,"NO CA",2016-09-21,26,0,0,0
"1098",2016-10-17,"NO CA",2016-09-19,28,0,0,0
"1099",2016-10-17,"NO CA",2016-09-17,30,0,0,0
"1100",2016-10-17,"NO CA",2016-09-19,28,0,0,0
"1101",2016-10-17,"NO CA",2016-09-19,28,0,0,0
"1102",2016-10-17,"NO CA",2016-09-16,31,0,0,0
"1103",2016-10-17,"NO CA",2016-09-19,28,0,0,0
"1104",2016-10-17,"NO CA",2016-09-22,25,0,0,0
"1105",2016-10-19,"NO CA",2016-09-21,28,0,0,0
"1106",2016-10-19,"NO CA",2016-09-20,29,0,0,0
"1107",2016-10-19,"NO CA",2016-09-22,27,0,0,0
"1108",2016-10-19,"NO CA",2016-09-24,25,0,0,0
"1109",2016-10-19,"NO CA",2016-09-22,27,0,0,0
"1110",2016-10-19,"CA",2016-09-21,28,0,0,0
"1111",2016-10-19,"CA",2016-09-21,28,0,0,0
"1112",2016-10-19,"CA",2016-09-22,27,0,0,0
"1113",2016-10-19,"CA",2016-09-22,27,0,0,0
"1114",2016-10-19,"NO CA",2016-09-22,27,0,0,0
"1115",2016-10-19,"NO CA",2016-09-23,26,0,0,0
"1116",2016-10-19,"CA",2016-09-21,28,0.00970873786407767,0,0.00970873786407767
"1117",2016-10-19,"CA",2016-09-21,28,0,0,0
"1118",2016-10-19,"NO CA",2016-09-22,27,0,0,0
"1119",2016-10-24,"NO CA",2016-09-29,25,0,0,0
"1120",2016-10-24,"NO CA",2016-09-27,27,0,0,0
"1121",2016-10-24,"CA",2016-10-02,22,0,0,0
"1122",2016-10-24,"CA",2016-10-01,23,0,0,0
"1123",2016-10-24,"NO CA",2016-09-25,29,0,0,0
"1124",2016-10-24,"NO CA",2016-09-29,25,0,0,0
"1125",2016-10-24,"NO CA",2016-09-27,27,0,0,0
"1126",2016-10-24,"NO CA",2016-09-27,27,0,0,0
"1127",2016-10-24,"NO CA",2016-09-28,26,0,0,0
"1128",2016-10-24,"NO CA",2016-09-28,26,0,0,0
"1129",2016-10-24,"CA",2016-09-27,27,0,0,0
"1130",2016-10-24,"NO CA",2016-09-23,31,0,0,0
"1131",2016-10-24,"NO CA",2016-10-01,23,0,0,0
"1132",2016-10-24,"NO CA",2016-10-01,23,0,0,0
"1133",2016-10-24,"NO CA",2016-09-28,26,0,0,0
"1134",2016-10-24,"NO CA",2016-09-29,25,0,0,0
"1135",2016-10-25,"NO CA",2016-09-26,29,0,0,0
"1136",2016-10-25,"NO CA",2016-10-01,24,0,0,0
"1137",2016-10-26,"NO CA",2016-09-29,27,0,0,0
"1138",2016-10-26,"NO CA",2016-09-29,27,0,0,0
"1139",2016-10-26,"NO CA",2016-09-28,28,0,0,0
"1140",2016-10-26,"NO CA",2016-09-29,27,0,0,0
"1141",2016-10-26,"CA",2016-09-27,29,0,0,0
"1142",2016-10-26,"NO CA",2016-09-29,27,0,0,0
"1143",2016-10-26,"NO CA",2016-09-29,27,0,0,0
"1144",2016-10-26,"NO CA",2016-09-29,27,0,0,0
"1145",2016-10-26,"NO CA",2016-09-27,29,0,0,0
"1146",2016-10-26,"NO CA",2016-09-28,28,0,0,0
"1147",2016-10-26,"NO CA",2016-09-29,27,0,0,0
"1148",2016-10-26,"CA",2016-09-28,28,0.00793650793650794,0,0.00793650793650794
"1149",2016-10-31,"NO CA",2016-10-04,27,0.00970873786407767,0,0.00970873786407767
"1150",2016-10-31,"NO CA",2016-10-06,25,0,0,0
"1151",2016-10-31,"CA",2016-09-30,31,0,0,0
"1152",2016-10-31,"NO CA",2016-10-02,29,0.0206185567010309,0,0.0206185567010309
"1153",2016-10-31,"NO CA",2016-10-02,29,0,0,0
"1154",2016-10-31,"NO CA",2016-10-04,27,0,0,0
"1155",2016-10-31,"NO CA",2016-10-05,26,0,0,0
"1156",2016-10-31,"NO CA",2016-10-05,26,0,0,0
"1157",2016-10-31,"NO CA",2016-10-06,25,0,0,0
"1158",2016-10-31,"NO CA",2016-10-06,25,0,0,0
"1159",2016-10-31,"NO CA",2016-10-07,24,0,0,0
"1160",2016-10-31,"NO CA",2016-10-09,22,0,0,0
"1161",2016-10-31,"NO CA",2016-09-30,31,0,0,0
"1162",2016-10-31,"NO CA",2016-10-01,30,0,0,0
